,VoterID,result of attempt
113,1110221696.0,Not Home
114,1212745644.0,Not Home
115,2184576117.0,Not Home
116,2171767615.0,Not Home
117,2143877986.0,Not Home
118,2179936499.0,Not Home
119,2123241309.0,Not Home
120,1110190553.0,Not Home
121,2123241309.0,Not Home
122,1110229740.0,Not Home
123,1221148964.0,Refused
124,2158099666.0,Refused
125,2158099666.0,Not Home
126,1221148964.0,Not Home
127,2002719382.0,Refused
128,1143424014.0,Not Home
129,2140338934.0,Not Home
130,2184040520.0,Not Home
131,2142828007.0,Not Home
132,2124569017.0,Canvassed
133,2002719382.0,Refused
134,2164055273.0,Moved
135,1110263567.0,Canvassed
136,2003063646.0,Not Home
137,2186450912.0,Not Home
138,2186450912.0,Not Home
139,1106487054.0,Canvassed
140,2003063646.0,Not Home
141,2002280735.0,Not Home
142,2002280735.0,Not Home
143,2143075090.0,Not Home
144,2134253224.0,Not Home
145,1188816304.0,Not Home
146,2134253224.0,Not Home
147,1110263567.0,Canvassed
148,1190783035.0,Moved
149,1106487054.0,Not Home
150,1198809647.0,Not Home
151,2155278125.0,Not Home
152,2156863596.0,Not Home
153,2126278681.0,Not Home
154,2126278681.0,Not Home
155,2155278125.0,Not Home
156,2143155410.0,Not Home
157,2000988586.0,Not Home
158,2151256908.0,Canvassed
159,1110261678.0,Not Home
160,1110261678.0,Not Home
161,1110246817.0,Moved
162,1202167782.0,Canvassed
163,2000988586.0,Not Home
164,2170336068.0,Not Home
165,2191895102.0,Canvassed
166,2170440694.0,Canvassed
167,2164336782.0,Moved
168,2145308862.0,Not Home
169,2173500238.0,Not Home
170,1201863368.0,Not Home
171,2179041734.0,Not Home
172,1145409931.0,Canvassed
173,2168084901.0,Canvassed
174,1218525814.0,Moved
175,2159503923.0,Not Home
176,1218525814.0,Moved
177,2168084901.0,Not Home
178,2159503923.0,Canvassed
179,1110229937.0,Canvassed
180,2184290921.0,Not Home
181,2179111952.0,Canvassed
182,2184210277.0,Not Home
183,2184210277.0,Not Home
184,2164336782.0,Not Home
185,1119742135.0,Not Home
186,2184290921.0,Not Home
187,1217968183.0,Not Home
188,2172032554.0,Not Home
189,2175398357.0,Canvassed
190,2179111952.0,Canvassed
191,2185156048.0,Canvassed
192,1110253472.0,Not Home
193,2157064445.0,Moved
194,2122825905.0,Not Home
195,2142827353.0,Not Home
196,1164135181.0,Not Home
197,1110263150.0,Not Home
198,2179880046.0,Not Home
199,1172026923.0,Not Home
200,2168250795.0,Not Home
201,2191969019.0,Not Home
202,2141585058.0,Moved
203,2157064445.0,Not Home
204,1176062880.0,Canvassed
205,2141585058.0,Moved
206,2157064445.0,Moved
207,1149109830.0,Not Home
208,1176062880.0,Moved
209,1219899660.0,Canvassed
210,2136391945.0,Not Home
211,2127000042.0,Not Home
212,2001170349.0,Not Home
213,2175072408.0,Not Home
214,2175072408.0,Not Home
215,2189166105.0,Not Home
216,1175864856.0,Canvassed
217,2175735288.0,Not Home
218,2178750094.0,Not Home
219,1107706613.0,Not Home
220,2176481749.0,Not Home
221,2178750041.0,Not Home
222,1214633057.0,Not Home
223,2145535104.0,Not Home
224,2141585753.0,Not Home
225,2184039727.0,Not Home
226,1170872432.0,Not Home
227,,Not Home
228,1206159888.0,Not Home
229,,Not Home
230,1156956364.0,Not Home
231,2001757333.0,Not Home
232,2133425301.0,Not Home
233,2145535104.0,Not Home
234,2133322675.0,Not Home
235,2175735288.0,Not Home
236,1154414369.0,Not Home
237,1206159888.0,Not Home
238,2155145670.0,Not Home
239,1107706613.0,Not Home
240,2129777849.0,Not Home
241,2183717992.0,Not Home
242,2129777849.0,Not Home
243,1154414369.0,Not Home
244,2183717992.0,Not Home
245,1120811962.0,Canvassed
246,1170872432.0,Not Home
247,,Not Home
248,2190722318.0,Not Home
249,1110254963.0,Not Home
250,2161655885.0,Not Home
251,1017052847.0,Not Home
252,2156764547.0,Not Home
253,2160115590.0,Not Home
254,2163775807.0,Canvassed
255,2149121309.0,Not Home
256,2001752329.0,Not Home
257,2139123500.0,Not Home
258,1206835400.0,Not Home
259,1175141785.0,Not Home
260,,Refused
261,2153889174.0,Not Home
262,2153889174.0,Not Home
263,2174325290.0,Not Home
264,1110222118.0,Not Home
265,,Not Home
266,2155279887.0,Not Home
267,1110183982.0,Not Home
268,2138277457.0,Not Home
269,1110255242.0,Not Home
270,1150727726.0,Not Home
271,2128653065.0,Not Home
272,1110207606.0,Not Home
273,2160734704.0,Not Home
274,1202412196.0,Not Home
275,2003367895.0,Not Home
276,1174419511.0,Not Home
277,1110262381.0,Canvassed
278,2180571144.0,Not Home
279,2184314122.0,Not Home
280,2175496860.0,Not Home
281,2175496860.0,Not Home
282,1110278494.0,Not Home
283,1146498325.0,Not Home
284,2184293100.0,Not Home
285,1185324480.0,Not Home
286,1188796933.0,Not Home
287,2179241338.0,Canvassed
288,2184950497.0,Canvassed
289,2122804399.0,Not Home
290,2179241338.0,Canvassed
291,1189697986.0,Not Home
292,2141980162.0,Not Home
293,2169458015.0,Not Home
294,2125590073.0,Not Home
295,1201745153.0,Canvassed
296,2144421826.0,Not Home
297,2153171912.0,Not Home
298,2169458015.0,Not Home
299,2141980162.0,Not Home
300,1108350468.0,Not Home
301,2125590073.0,Not Home
302,2180408676.0,Not Home
303,1220732703.0,Not Home
304,1104193153.0,Not Home
305,2179289672.0,Canvassed
306,2140342931.0,Moved
307,2155426038.0,Not Home
308,1086525330.0,Not Home
309,1108394192.0,Not Home
310,1183197945.0,Not Home
311,1198579975.0,Canvassed
312,1183197945.0,Not Home
313,2121991056.0,Not Home
314,2121991056.0,Not Home
315,1220262594.0,Not Home
316,2144613241.0,Not Home
317,2187267984.0,Not Home
318,1110238579.0,Not Home
319,1110263010.0,Not Home
320,2191290306.0,Not Home
321,1110263034.0,Not Home
322,2141539975.0,Not Home
323,2191290306.0,Not Home
324,2129349700.0,Not Home
325,1120718650.0,Moved
326,1152120622.0,Not Home
327,2171744629.0,Not Home
328,1212099269.0,Not Home
329,1108065455.0,Canvassed
330,2160736423.0,Not Home
331,1108065455.0,Canvassed
332,2156922191.0,Not Home
333,2161426715.0,Canvassed
334,2156922191.0,Not Home
335,1183201712.0,Not Home
336,1186562616.0,Not Home
337,2186430401.0,Refused
338,2186430401.0,Refused
339,2156922191.0,Not Home
340,2160115779.0,Not Home
341,2190850464.0,Not Home
342,1151312540.0,Not Home
343,1186562616.0,Canvassed
344,1183201712.0,Canvassed
345,2177065755.0,Not Home
346,2175394067.0,Not Home
347,2165061968.0,Canvassed
348,1222246331.0,Not Home
349,2165061968.0,Canvassed
350,1222246331.0,Not Home
351,2185803263.0,Not Home
352,2165054895.0,Not Home
353,2185803263.0,Not Home
354,2165054895.0,Not Home
355,,Moved
356,2125456958.0,Not Home
357,2186296097.0,Not Home
358,1173438360.0,Moved
359,2192067869.0,Not Home
360,2172351258.0,Not Home
361,1161941536.0,Moved
362,2127898094.0,Canvassed
363,2188446978.0,Not Home
364,1197293179.0,Not Home
365,1114992654.0,Not Home
366,1220805816.0,Not Home
367,2174744001.0,Not Home
368,2169461710.0,Not Home
369,1203284124.0,Moved
370,2169461710.0,Not Home
371,2174744001.0,Not Home
372,1107643998.0,Not Home
373,1107643998.0,Not Home
374,2160116135.0,Canvassed
375,1173438360.0,Not Home
376,1161941536.0,Not Home
377,1174225300.0,Not Home
378,2138278964.0,Not Home
379,1144755372.0,Canvassed
380,1178171017.0,Not Home
381,2190525872.0,Not Home
382,1178170555.0,Not Home
383,2152558997.0,Not Home
384,2152179521.0,Not Home
385,2152386497.0,Not Home
386,1106772299.0,Not Home
387,2152386497.0,Not Home
388,2141428780.0,Moved
389,2143452090.0,Not Home
390,2177378104.0,Canvassed
391,2160058442.0,Moved
392,1118793687.0,Not Home
393,1214543919.0,Moved
394,2141146157.0,Moved
395,1212398282.0,Moved
396,2157805178.0,Not Home
397,1208873770.0,Not Home
398,1170541125.0,Not Home
399,2175696173.0,Moved
400,2184642085.0,Not Home
401,2190088266.0,Not Home
402,2166762031.0,Not Home
403,1110635232.0,Not Home
404,1167508489.0,Canvassed
405,1119204941.0,Canvassed
406,2191933533.0,Not Home
407,1198319477.0,Canvassed
408,2178778427.0,Not Home
409,1110643631.0,Not Home
410,1110675509.0,Not Home
411,1153952185.0,Not Home
412,2123421146.0,Not Home
413,1156130821.0,Not Home
414,1217302384.0,Canvassed
415,1110691524.0,Not Home
416,1119027433.0,Not Home
417,2150094234.0,Moved
418,1110579744.0,Not Home
419,2179189605.0,Not Home
420,1151230554.0,Not Home
421,2152343568.0,Not Home
422,2139028469.0,Not Home
423,2172698271.0,Not Home
424,2162580027.0,Not Home
425,2174300594.0,Not Home
426,1110572206.0,Inaccessible
427,2132992968.0,Not Home
428,2130829434.0,Not Home
429,2151757861.0,Not Home
430,2184577077.0,Not Home
431,1166972754.0,Canvassed
432,1106552023.0,Not Home
433,2144924937.0,Not Home
434,2158134833.0,Not Home
435,2189190077.0,Not Home
436,2178616875.0,Not Home
437,2139833495.0,Not Home
438,1119146567.0,Canvassed
439,2190681241.0,Not Home
440,2164747679.0,Not Home
441,2139831216.0,Not Home
442,2163853355.0,Not Home
443,1210038039.0,Not Home
444,2164253507.0,Not Home
445,2156963802.0,Not Home
446,1213442764.0,Not Home
447,1211852548.0,Moved
448,1110619740.0,Not Home
449,1154673406.0,Canvassed
450,1174337681.0,Not Home
451,2175935767.0,Not Home
452,2123707052.0,Canvassed
453,1119270845.0,Canvassed
454,2145174500.0,Not Home
455,2159047233.0,Not Home
456,2128987967.0,Not Home
457,2185086775.0,Not Home
458,2155817241.0,Not Home
459,2119719955.0,Not Home
460,2001128096.0,Canvassed
461,1119229749.0,Not Home
462,1189628716.0,Not Home
463,1200051538.0,Not Home
464,1198150346.0,Not Home
465,2126674253.0,Not Home
466,1221155105.0,Not Home
467,2166753289.0,Not Home
468,2148411097.0,Not Home
469,1116384392.0,Not Home
470,1119188330.0,Not Home
471,1110588015.0,Not Home
472,2173507496.0,Not Home
473,1110627658.0,Not Home
474,1110580121.0,Not Home
475,1184300371.0,Not Home
476,2172474107.0,Not Home
477,2173899095.0,Not Home
478,1110611696.0,Not Home
479,2190061122.0,Canvassed
480,1183200795.0,Canvassed
481,2188607857.0,Not Home
482,2188494797.0,Not Home
483,1110619622.0,Canvassed
484,2155607557.0,Not Home
485,2139720075.0,Not Home
486,2187148578.0,Canvassed
487,1210403684.0,Moved
488,2122389320.0,Moved
489,1110627627.0,Not Home
490,1110675371.0,Deceased
491,2185433607.0,Not Home
492,2187148578.0,Canvassed
493,2188069264.0,Not Home
494,2184696644.0,Not Home
495,1220267394.0,Not Home
496,1119246459.0,Not Home
497,2128152588.0,Canvassed
498,2175485380.0,Not Home
499,2109985228.0,Canvassed
500,2156498247.0,Not Home
501,2155175235.0,Not Home
502,1218860456.0,Not Home
503,1212398403.0,Not Home
504,1110627754.0,Canvassed
505,2186578637.0,Not Home
506,2154374337.0,Moved
507,2185055764.0,Not Home
508,2139884580.0,Moved
509,1201118879.0,Not Home
510,2139923233.0,Not Home
511,2119772358.0,Canvassed
512,1216967736.0,Not Home
513,1206763825.0,Canvassed
514,1119171698.0,Not Home
515,1142406590.0,Not Home
516,1110691507.0,Not Home
517,2139062257.0,Not Home
518,1110651597.0,Not Home
519,1170956913.0,Not Home
520,1199382690.0,Not Home
521,2142575849.0,Canvassed
522,2175223445.0,Not Home
523,1119254248.0,Not Home
524,1119188115.0,Not Home
525,1221311099.0,Not Home
526,2158098945.0,Not Home
527,1110643612.0,Not Home
528,,Moved
529,2191076774.0,Not Home
530,1104603038.0,Not Home
531,2185909804.0,Not Home
532,1111775974.0,Not Home
533,,Not Home
534,1104603310.0,Not Home
535,1200799682.0,Not Home
536,2002010862.0,Refused
537,2184382934.0,Canvassed
538,1116811977.0,Not Home
539,2185908330.0,Not Home
540,2176123450.0,Not Home
541,1110667544.0,Not Home
542,2001311564.0,Not Home
543,2141531724.0,Moved
544,2122797818.0,Not Home
545,1221352018.0,Not Home
546,1215549044.0,Not Home
547,1110683657.0,Not Home
548,1171251335.0,Not Home
549,2125592760.0,Not Home
550,1218817303.0,Not Home
551,1145548017.0,Not Home
552,2001223304.0,Not Home
553,2154602947.0,Canvassed
554,2148360156.0,Canvassed
555,1186363620.0,Not Home
556,2158002891.0,Not Home
557,2156123624.0,Canvassed
558,1222199594.0,Not Home
559,2154799857.0,Not Home
560,1119212850.0,Moved
561,1110580006.0,Not Home
562,1176618667.0,Not Home
563,1110691576.0,Canvassed
564,2166873595.0,Not Home
565,2185429460.0,Not Home
566,2163151183.0,Not Home
567,2158453003.0,Not Home
568,2122797818.0,Not Home
569,2137622442.0,Not Home
570,2188926090.0,Not Home
571,,Not Home
572,2175673627.0,Not Home
573,2134335096.0,Not Home
574,2176841381.0,Not Home
575,2149455596.0,Not Home
576,1174337681.0,Canvassed
577,2160513767.0,Not Home
578,2157679206.0,Inaccessible
579,2175670382.0,Canvassed
580,1110572101.0,Not Home
581,1115460131.0,Not Home
582,2172213199.0,Not Home
583,2166655122.0,Not Home
584,1110659497.0,Not Home
585,2166655122.0,Not Home
586,1189632221.0,Not Home
587,1193177510.0,Not Home
588,2187200102.0,Not Home
589,1167093356.0,Not Home
590,2140138431.0,Not Home
591,,Not Home
592,1118139703.0,Not Home
593,2155916001.0,Inaccessible
594,2163935001.0,Not Home
595,,Not Home
596,2188923262.0,Not Home
597,1201572163.0,Not Home
598,1119180182.0,Not Home
599,2134023441.0,Canvassed
600,2160057022.0,Not Home
601,1177026971.0,Inaccessible
602,2126727879.0,Inaccessible
603,2191892981.0,Not Home
604,2187200102.0,Not Home
605,1110659497.0,Not Home
606,2147547260.0,Not Home
607,1116346313.0,Not Home
608,2155142162.0,Not Home
609,1110572058.0,Not Home
610,2139636282.0,Not Home
611,1165872788.0,Not Home
612,2124916838.0,Not Home
613,2159905187.0,Not Home
614,1119262825.0,Not Home
615,2159906247.0,Not Home
616,1212965064.0,Not Home
617,2134156628.0,Refused
618,1119246369.0,Not Home
619,2161896237.0,Canvassed
620,2175951699.0,Not Home
621,2188887550.0,Not Home
622,1119213342.0,Not Home
623,1110644750.0,Not Home
624,1214350675.0,Not Home
625,1110643534.0,Canvassed
626,2134023441.0,Not Home
627,2120699885.0,Not Home
628,2183770455.0,Canvassed
629,2179553633.0,Canvassed
630,2000917896.0,Not Home
631,2185156510.0,Not Home
632,2135527440.0,Not Home
633,1073880921.0,Not Home
634,2185516404.0,Not Home
635,1200142804.0,Not Home
636,2165053649.0,Not Home
637,1119180148.0,Canvassed
638,2176998497.0,Not Home
639,2173794827.0,Not Home
640,2179356102.0,Not Home
641,2189443751.0,Not Home
642,2179239226.0,Not Home
643,2186423842.0,Not Home
644,1203507172.0,Canvassed
645,1196233377.0,Not Home
646,2188068662.0,Canvassed
647,2130833284.0,Canvassed
648,2137934005.0,Not Home
649,2167357368.0,Canvassed
650,1119212976.0,Refused
651,2192947082.0,Not Home
652,1171963340.0,Not Home
653,1119154894.0,Not Home
654,1119246158.0,Canvassed
655,2157797821.0,Not Home
656,2177972791.0,Not Home
657,2168354668.0,Not Home
658,1171574338.0,Not Home
659,2171856963.0,Not Home
660,1102321549.0,Not Home
661,2192839611.0,Canvassed
662,2141092141.0,Not Home
663,2163305810.0,Not Home
664,2191441954.0,Not Home
665,1102312511.0,Not Home
666,1214349623.0,Not Home
667,1102336007.0,Not Home
668,2136391207.0,Not Home
669,1102266897.0,Not Home
670,1102267568.0,Not Home
671,1210147147.0,Not Home
672,1102312856.0,Not Home
673,1178245497.0,Not Home
674,2177711571.0,Canvassed
675,2158670854.0,Canvassed
676,2166874831.0,Canvassed
677,2179879105.0,Not Home
678,2164832843.0,Not Home
679,1210800162.0,Not Home
680,2146908682.0,Not Home
681,2177329649.0,Not Home
682,1102359980.0,Not Home
683,2141277677.0,Not Home
684,2154184141.0,Not Home
685,1102328331.0,Not Home
686,1102328813.0,Not Home
687,1102305070.0,Canvassed
688,2155098091.0,Not Home
689,2128984609.0,Not Home
690,2140343225.0,Not Home
691,1193973829.0,Not Home
692,2171562315.0,Not Home
693,2152550855.0,Not Home
694,2158199068.0,Not Home
695,1102383182.0,Not Home
696,1102305378.0,Not Home
697,1102305439.0,Not Home
698,2133877728.0,Not Home
699,2178617583.0,Not Home
700,1158268056.0,Not Home
701,1219341703.0,Not Home
702,1208518310.0,Not Home
703,1216914180.0,Not Home
704,2193191137.0,Not Home
705,1102290574.0,Not Home
706,1209523446.0,Not Home
707,2136792021.0,Not Home
708,2160295285.0,Moved
709,2166875721.0,Moved
710,1203653865.0,Not Home
711,2132765334.0,Not Home
712,2138743757.0,Not Home
713,1202346623.0,Not Home
714,2122311827.0,Not Home
715,1102282542.0,Not Home
716,2184451780.0,Not Home
717,1103967649.0,Not Home
718,1102329047.0,Not Home
719,2142417706.0,Not Home
720,1166283603.0,Not Home
721,2157380974.0,Moved
722,1185180861.0,Not Home
723,2161851636.0,Not Home
724,2142827297.0,Not Home
725,2173796114.0,Not Home
726,2148240917.0,Not Home
727,1189234289.0,Not Home
728,2183571382.0,Not Home
729,1219554160.0,Not Home
730,1161837706.0,Not Home
731,2161995836.0,Not Home
732,1219219181.0,Not Home
733,2122523555.0,Not Home
734,1110293160.0,Not Home
735,,Moved
736,2147674101.0,Not Home
737,1102678024.0,Not Home
738,2152545882.0,Not Home
739,1110191432.0,Not Home
740,2143990779.0,Not Home
741,2186975596.0,Not Home
742,1104266574.0,Not Home
743,1110182405.0,Canvassed
744,2155946464.0,Not Home
745,2135529322.0,Not Home
746,2136520596.0,Not Home
747,2166763003.0,Not Home
748,1115273291.0,Canvassed
749,2161490715.0,Not Home
750,2121374819.0,Not Home
751,1120946824.0,Not Home
752,1201285898.0,Moved
753,2166754945.0,Not Home
754,1182041817.0,Not Home
755,2137175831.0,Not Home
756,2168840611.0,Not Home
757,1141640075.0,Canvassed
758,2167412719.0,Canvassed
759,1153708600.0,Not Home
760,2150818637.0,Not Home
761,1145545267.0,Not Home
762,2175128648.0,Not Home
763,1107722698.0,Not Home
764,2132078412.0,Not Home
765,2173836383.0,Not Home
766,2174312311.0,Not Home
767,2180321474.0,Not Home
768,2161752777.0,Not Home
769,2190621552.0,Not Home
770,1110293333.0,Not Home
771,1173523148.0,Not Home
772,2156949981.0,Not Home
773,2191816813.0,Not Home
774,2134219418.0,Not Home
775,1110263431.0,Not Home
776,1164153428.0,Not Home
777,2171790183.0,Not Home
778,1173996619.0,Not Home
779,2135895874.0,Not Home
780,1181727513.0,Not Home
781,2147255144.0,Not Home
782,2152336038.0,Not Home
783,1109039675.0,Not Home
784,1110214497.0,Not Home
785,1107715352.0,Not Home
786,2184343062.0,Canvassed
787,2152107927.0,Not Home
788,2173968903.0,Moved
789,2155665293.0,Canvassed
790,1110245925.0,Not Home
791,2173818781.0,Not Home
792,2158241234.0,Canvassed
793,2157769944.0,Canvassed
794,2190386120.0,Not Home
795,2186286501.0,Not Home
796,1178885195.0,Not Home
797,1219844926.0,Not Home
798,1202428875.0,Canvassed
799,2161488653.0,Canvassed
800,2147158964.0,Not Home
801,1112096227.0,Canvassed
802,2137935121.0,Canvassed
803,1220259776.0,Not Home
804,2167838776.0,Not Home
805,1193964089.0,Canvassed
806,1110214011.0,Canvassed
807,2172475407.0,Not Home
808,1110261763.0,Canvassed
809,1220628699.0,Not Home
810,2160740474.0,Canvassed
811,1164036179.0,Canvassed
812,1106520068.0,Canvassed
813,2186075373.0,Not Home
814,2121145153.0,Canvassed
815,2180483321.0,Not Home
816,2140464649.0,Canvassed
817,1110262174.0,Moved
818,2153881331.0,Not Home
819,1108607940.0,Canvassed
820,2185649380.0,Not Home
821,1183274499.0,Not Home
822,1110237518.0,Canvassed
823,2184697623.0,Canvassed
824,1141630958.0,Canvassed
825,2179110093.0,Not Home
826,2190526008.0,Not Home
827,2186671672.0,Canvassed
828,2146340875.0,Moved
829,2180636763.0,Not Home
830,2142919704.0,Not Home
831,2136830169.0,Canvassed
832,1113406000.0,Canvassed
833,2189122566.0,Canvassed
834,2191973572.0,Not Home
835,1110277651.0,Not Home
836,2158547811.0,Not Home
837,1213297231.0,Not Home
838,2166856477.0,Canvassed
839,2185993746.0,Canvassed
840,2165047789.0,Canvassed
841,2184384368.0,Canvassed
842,1110262220.0,Not Home
843,1184847204.0,Not Home
844,2151972559.0,Not Home
845,1190594060.0,Not Home
846,2186975698.0,Canvassed
847,2148410940.0,Canvassed
848,1199598862.0,Canvassed
849,1172560746.0,Not Home
850,1205672269.0,Canvassed
851,2000833474.0,Not Home
852,1103552765.0,Not Home
853,1110199327.0,Not Home
854,2159127792.0,Not Home
855,1146303859.0,Canvassed
856,1115314082.0,Not Home
857,2190619485.0,Not Home
858,2159045859.0,Not Home
859,1054953173.0,Not Home
860,2179588447.0,Not Home
861,1103283934.0,Not Home
862,2174741793.0,Not Home
863,2171839283.0,Not Home
864,2171839283.0,Moved
865,2132736801.0,Not Home
866,1103053461.0,Not Home
867,1171680943.0,Not Home
868,1190070759.0,Not Home
869,2132996635.0,Inaccessible
870,2186344841.0,Not Home
871,2124709636.0,Canvassed
872,1103142700.0,Canvassed
873,1103061385.0,Moved
874,1103053346.0,Not Home
875,1103487641.0,Not Home
876,2158873733.0,Not Home
877,2183666529.0,Not Home
878,2157882611.0,Not Home
879,2125154572.0,Not Home
880,1110652192.0,Not Home
881,2002915266.0,Not Home
882,2169163901.0,Canvassed
883,2139835280.0,Not Home
884,1103275700.0,Not Home
885,2137704050.0,Canvassed
886,1111112678.0,Not Home
887,1103053322.0,Not Home
888,1110636188.0,Canvassed
889,1110628681.0,Canvassed
890,1110636853.0,Not Home
891,1208615717.0,Not Home
892,2184889540.0,Not Home
893,1110644142.0,Refused
894,2134296681.0,Refused
895,1111112678.0,Refused
896,1151654465.0,Not Home
897,1103176456.0,Not Home
898,2175550911.0,Not Home
899,2139234886.0,Inaccessible
900,2127002449.0,Inaccessible
901,2174744600.0,Not Home
902,1111112678.0,Canvassed
903,2140437580.0,Not Home
904,2165400467.0,Not Home
905,1204457806.0,Not Home
906,2126313800.0,Not Home
907,1143086782.0,Moved
908,2135317678.0,Moved
909,2183838047.0,Not Home
910,1212694885.0,Not Home
911,1103138022.0,Not Home
912,2122488120.0,Canvassed
913,1121378773.0,Not Home
914,1106064764.0,Not Home
915,1146242717.0,Not Home
916,1118202396.0,Inaccessible
917,1103176776.0,Not Home
918,1209408868.0,Not Home
919,2157647609.0,Inaccessible
920,2178585674.0,Inaccessible
921,1103045802.0,Not Home
922,1105810073.0,Not Home
923,1110660284.0,Not Home
924,2180547972.0,Not Home
925,1212694885.0,Not Home
926,2177916998.0,Not Home
927,1217462808.0,Not Home
928,1110653238.0,Not Home
929,1180460658.0,Not Home
930,1221248089.0,Canvassed
931,2157732431.0,Not Home
932,1111825947.0,Not Home
933,2134870592.0,Not Home
934,1110660284.0,Not Home
935,2157732431.0,Not Home
936,1221248089.0,Canvassed
937,1217462808.0,Not Home
938,1105810073.0,Not Home
939,2155568592.0,Moved
940,1110644306.0,Not Home
941,1110644967.0,Not Home
942,1197292018.0,Canvassed
943,2139835354.0,Not Home
944,1110644946.0,Not Home
945,2163516465.0,Not Home
946,1194538290.0,Not Home
947,2157731313.0,Not Home
948,2189043904.0,Not Home
949,2189043904.0,Not Home
950,2179356765.0,Not Home
951,1213613069.0,Canvassed
952,1110659872.0,Moved
953,1204336696.0,Moved
954,1111850977.0,Not Home
955,1110645351.0,Moved
956,1103176206.0,Canvassed
957,2123484306.0,Not Home
958,2173821784.0,Not Home
959,1111850867.0,Moved
960,,Not Home
961,2119766803.0,Moved
962,2177733714.0,Not Home
963,2001619388.0,Not Home
964,1162287333.0,Not Home
965,2001754727.0,Not Home
966,1110652747.0,Canvassed
967,1146993835.0,Not Home
968,2143845919.0,Not Home
969,1111850626.0,Inaccessible
970,2179085951.0,Not Home
971,1162287333.0,Not Home
972,1110652845.0,Not Home
973,2131933887.0,Moved
974,2141585234.0,Not Home
975,1110644895.0,Moved
976,,Canvassed
977,2001311593.0,Moved
978,2158317164.0,Not Home
979,2124478392.0,Not Home
980,2157798020.0,Not Home
981,1110652558.0,Not Home
982,1110660162.0,Not Home
983,1110651901.0,Not Home
984,1111926173.0,Not Home
985,1116365568.0,Not Home
986,2154104444.0,Not Home
987,2178753016.0,Not Home
988,,Canvassed
989,1110652602.0,Canvassed
990,1187304046.0,Canvassed
991,2167916025.0,Not Home
992,1103053529.0,Canvassed
993,2136673734.0,Not Home
994,1110645160.0,Not Home
995,1103111042.0,Not Home
996,1103025211.0,Not Home
997,2144501607.0,Not Home
