Voter ID,Date Called,Time Called (EST),Result
2141911326,9/27/22,06:24 PM EST,Answering Machine
1168897184,9/27/22,06:34 PM EST,Answering Machine
1108790843,9/27/22,06:23 PM EST,Deliverability Error
1111168062,9/27/22,06:36 PM EST,Deliverability Error
1106378308,9/27/22,06:28 PM EST,Answering Machine
1103127363,9/27/22,06:22 PM EST,No Contact
1103527981,9/27/22,06:34 PM EST,No Contact
2190058735,9/27/22,06:23 PM EST,Answering Machine
2172018228,9/27/22,06:24 PM EST,Talked to Correct Person
1108830934,9/27/22,06:23 PM EST,No Answer
2158213781,9/27/22,06:33 PM EST,Answering Machine
2177943329,9/27/22,06:34 PM EST,Deliverability Error
2137960816,9/27/22,06:24 PM EST,Busy Signal
1192977268,9/27/22,06:23 PM EST,Answering Machine
1110088819,9/27/22,06:46 PM EST,Answering Machine
2177306062,9/27/22,07:25 PM EST,Answering Machine
1181042589,9/27/22,06:30 PM EST,Answering Machine
2125349254,9/27/22,06:31 PM EST,Deliverability Error
2124872767,9/27/22,06:31 PM EST,Answering Machine
1119237110,9/27/22,06:31 PM EST,Answering Machine
2184001965,9/27/22,06:23 PM EST,Answering Machine
2176191474,9/27/22,06:28 PM EST,Answering Machine
2133519633,9/27/22,06:28 PM EST,Answering Machine
1031310768,9/27/22,06:34 PM EST,Answering Machine
2144031761,9/27/22,06:34 PM EST,No Answer
2148354000,9/27/22,06:24 PM EST,Answering Machine
2186424953,9/27/22,06:33 PM EST,Answering Machine
1157035882,9/27/22,06:33 PM EST,Answering Machine
1102334203,9/27/22,06:33 PM EST,Answering Machine
2155154056,9/27/22,06:24 PM EST,Answering Machine
1103599228,9/27/22,06:30 PM EST,Answering Machine
1139303152,9/27/22,06:24 PM EST,Answering Machine
2135421529,9/27/22,06:35 PM EST,Answering Machine
2160119319,9/27/22,06:34 PM EST,Answering Machine
2127542106,9/27/22,06:25 PM EST,Answering Machine
2160735595,9/27/22,06:24 PM EST,Answering Machine
2180515720,9/27/22,06:24 PM EST,Answering Machine
1110595524,9/27/22,06:25 PM EST,Answering Machine
1102264731,9/27/22,06:28 PM EST,Answering Machine
1111891714,9/27/22,06:28 PM EST,Deliverability Error
1111816175,9/27/22,06:25 PM EST,Answering Machine
--,9/27/22,06:24 PM EST,Deliverability Error
1194882260,9/27/22,06:24 PM EST,Deliverability Error
2162100167,9/27/22,06:32 PM EST,Deliverability Error
2176526358,9/27/22,06:31 PM EST,Answering Machine
1103135286,9/27/22,06:33 PM EST,Deliverability Error
1119204863,9/27/22,06:30 PM EST,No Contact
2150555755,9/27/22,06:24 PM EST,Answering Machine
1103201349,9/27/22,06:25 PM EST,Answering Machine
2175790734,9/27/22,06:28 PM EST,Busy Signal
--,9/27/22,06:29 PM EST,Answering Machine
1169463003,9/27/22,06:36 PM EST,Deliverability Error
2139403262,9/27/22,06:34 PM EST,Deliverability Error
1103085519,9/27/22,06:35 PM EST,No Contact
1150126803,9/27/22,06:28 PM EST,Answering Machine
2120184756,9/27/22,06:27 PM EST,Answering Machine
1102684550,9/27/22,06:35 PM EST,Deliverability Error
1119525154,9/27/22,06:27 PM EST,Answering Machine
2120102318,9/27/22,06:37 PM EST,Deliverability Error
2179379965,9/27/22,06:26 PM EST,Answering Machine
1217107354,9/27/22,06:29 PM EST,No Contact
2192452095,9/27/22,06:33 PM EST,Answering Machine
2133582032,9/27/22,06:36 PM EST,Answering Machine
1103040486,9/27/22,06:35 PM EST,Deliverability Error
1189156444,9/27/22,06:35 PM EST,Deliverability Error
1188046405,9/27/22,06:30 PM EST,Remove number from list
1186407421,9/27/22,06:46 PM EST,Talked to Correct Person
1146458476,9/27/22,06:31 PM EST,Busy Signal
1195155790,9/27/22,06:35 PM EST,Answering Machine
2155886725,9/27/22,06:35 PM EST,No Contact
1111150705,9/27/22,06:28 PM EST,Answering Machine
--,9/27/22,06:31 PM EST,Deliverability Error
1119245185,9/27/22,06:34 PM EST,Answering Machine
1110635073,9/27/22,06:34 PM EST,Answering Machine
1103065352,9/27/22,06:34 PM EST,Answering Machine
--,9/27/22,05:26 PM EST,Deliverability Error
1211947820,9/27/22,05:26 PM EST,Answering Machine
2129475412,9/27/22,06:34 PM EST,Answering Machine
1108844576,9/27/22,06:27 PM EST,Answering Machine
1113362378,9/27/22,06:37 PM EST,Answering Machine
2144659099,9/27/22,05:27 PM EST,Deliverability Error
2140262391,9/27/22,06:30 PM EST,Answering Machine
2169299480,9/27/22,06:35 PM EST,Deliverability Error
2159003499,9/27/22,06:29 PM EST,No Contact
1111183764,9/27/22,05:52 PM EST,Deliverability Error
2147630470,9/27/22,05:54 PM EST,Answering Machine
1102296020,9/27/22,06:24 PM EST,No Answer
2148210678,9/27/22,06:27 PM EST,Answering Machine
2177338793,9/27/22,06:31 PM EST,Answering Machine
1220628149,9/27/22,06:35 PM EST,Answering Machine
1108843369,9/27/22,06:35 PM EST,Answering Machine
1177111482,9/27/22,06:35 PM EST,Answering Machine
1180944303,9/27/22,06:34 PM EST,Talked to Correct Person
--,9/27/22,05:27 PM EST,Answering Machine
2146306564,9/27/22,06:35 PM EST,Answering Machine
2122947379,9/27/22,06:31 PM EST,Answering Machine
1212961760,9/27/22,06:27 PM EST,No Contact
2190617796,9/27/22,05:55 PM EST,Answering Machine
2002762489,9/27/22,06:27 PM EST,Answering Machine
2143453012,9/27/22,06:27 PM EST,Answering Machine
1199988270,9/27/22,06:31 PM EST,Deliverability Error
--,9/27/22,05:54 PM EST,No Contact
2175743092,9/27/22,06:28 PM EST,Answering Machine
2165189849,9/27/22,06:30 PM EST,Answering Machine
1111216396,9/27/22,06:36 PM EST,Answering Machine
1110283421,9/27/22,05:54 PM EST,Deliverability Error
1112382329,9/27/22,05:54 PM EST,No Contact
2183768801,9/27/22,05:53 PM EST,Answering Machine
2191897361,9/27/22,05:26 PM EST,Fax
1112335635,9/27/22,05:26 PM EST,Answering Machine
--,9/27/22,06:00 PM EST,No Answer
1180202915,9/27/22,06:02 PM EST,Answering Machine
2177303919,9/27/22,06:00 PM EST,No Contact
2164255310,9/27/22,05:52 PM EST,Answering Machine
1162805104,9/27/22,05:58 PM EST,Deliverability Error
--,9/27/22,05:54 PM EST,Answering Machine
1150787319,9/27/22,05:56 PM EST,Deliverability Error
2161430739,9/27/22,05:56 PM EST,Answering Machine
2190181647,9/27/22,05:58 PM EST,Answering Machine
2134900753,9/27/22,06:10 PM EST,Talked to Correct Person
2146597162,9/27/22,06:16 PM EST,Deliverability Error
2125591308,9/27/22,05:52 PM EST,No Contact
2169459356,9/27/22,05:57 PM EST,Talked to Correct Person
1195305478,9/27/22,05:50 PM EST,Answering Machine
1212162883,9/27/22,05:55 PM EST,Deliverability Error
2146659195,9/27/22,06:12 PM EST,No Contact
2137278665,9/27/22,05:52 PM EST,Deliverability Error
1212629260,9/27/22,05:58 PM EST,Talked to Correct Person
1111842548,9/27/22,05:54 PM EST,Deliverability Error
2159817062,9/27/22,06:13 PM EST,Deliverability Error
--,9/27/22,06:13 PM EST,Answering Machine
1105810209,9/27/22,05:51 PM EST,Remove number from list
1198373538,9/27/22,06:05 PM EST,Deliverability Error
2125458370,9/27/22,06:02 PM EST,Deliverability Error
1108798354,9/27/22,06:33 PM EST,Answering Machine
--,9/27/22,05:50 PM EST,Deliverability Error
1102366852,9/27/22,05:59 PM EST,No Answer
1119270003,9/27/22,05:51 PM EST,Deliverability Error
2136453541,9/27/22,06:05 PM EST,Answering Machine
1198839501,9/27/22,06:10 PM EST,Answering Machine
2154372826,9/27/22,06:24 PM EST,Answering Machine
1102319880,9/27/22,06:07 PM EST,Fax
1180719567,9/27/22,05:53 PM EST,Deliverability Error
--,9/27/22,05:53 PM EST,Deliverability Error
2142069542,9/27/22,05:56 PM EST,Answering Machine
2171786342,9/27/22,06:00 PM EST,Answering Machine
1203459020,9/27/22,05:58 PM EST,Answering Machine
2146736546,9/27/22,05:58 PM EST,No Answer
--,9/27/22,05:59 PM EST,Deliverability Error
2151660894,9/27/22,05:58 PM EST,Answering Machine
2179362219,9/27/22,06:04 PM EST,Answering Machine
1212231099,9/27/22,06:03 PM EST,Answering Machine
2158059219,9/27/22,06:01 PM EST,Answering Machine
2109981911,9/27/22,05:50 PM EST,Deliverability Error
1119228595,9/27/22,05:58 PM EST,No Contact
2189548013,9/27/22,05:52 PM EST,Answering Machine
1209395215,9/27/22,05:51 PM EST,Answering Machine
1111263126,9/27/22,06:15 PM EST,Deliverability Error
2142817110,9/27/22,05:50 PM EST,Deliverability Error
2135547178,9/27/22,05:50 PM EST,Deliverability Error
1111825981,9/27/22,06:03 PM EST,Deliverability Error
2128987692,9/27/22,06:02 PM EST,Answering Machine
--,9/27/22,06:06 PM EST,Deliverability Error
2176211498,9/27/22,06:07 PM EST,Deliverability Error
1102383336,9/27/22,06:33 PM EST,Answering Machine
2183834684,9/27/22,05:52 PM EST,Deliverability Error
2155351661,9/27/22,06:16 PM EST,Answering Machine
2165193272,9/27/22,05:52 PM EST,Deliverability Error
--,9/27/22,05:58 PM EST,Answering Machine
2159092235,9/27/22,05:58 PM EST,Deliverability Error
1123631204,9/27/22,06:00 PM EST,No Answer
1198010381,9/27/22,06:12 PM EST,Deliverability Error
2186287679,9/27/22,05:51 PM EST,Busy Signal
1119196450,9/27/22,06:17 PM EST,Answering Machine
2122944942,9/27/22,06:05 PM EST,Deliverability Error
2166232310,9/27/22,05:50 PM EST,Answering Machine
2191551692,9/27/22,05:50 PM EST,Answering Machine
1209942170,9/27/22,06:15 PM EST,No Answer
1111248332,9/27/22,06:20 PM EST,Answering Machine
1171576609,9/27/22,06:21 PM EST,Answering Machine
1099371262,9/27/22,06:23 PM EST,Answering Machine
2159200419,9/27/22,06:23 PM EST,Answering Machine
1169426053,9/27/22,05:52 PM EST,Busy Signal
2175130759,9/27/22,06:29 PM EST,Deliverability Error
2131043410,9/27/22,06:36 PM EST,Answering Machine
1213016346,9/27/22,06:36 PM EST,No Contact
2189285823,9/27/22,06:36 PM EST,Deliverability Error
1103850254,9/27/22,05:51 PM EST,Answering Machine
2191279270,9/27/22,05:52 PM EST,Answering Machine
--,9/27/22,05:52 PM EST,Deliverability Error
1191776310,9/27/22,06:03 PM EST,Answering Machine
1183561087,9/27/22,06:09 PM EST,Remove number from list
2131692910,9/27/22,05:55 PM EST,Answering Machine
2167659928,9/27/22,05:57 PM EST,Answering Machine
1121532734,9/27/22,06:18 PM EST,Deliverability Error
1102732580,9/27/22,05:57 PM EST,Answering Machine
2162837536,9/27/22,05:55 PM EST,Answering Machine
2158243399,9/27/22,06:07 PM EST,Answering Machine
1186733419,9/27/22,06:07 PM EST,Answering Machine
1119228303,9/27/22,06:30 PM EST,Answering Machine
2136623541,9/27/22,06:23 PM EST,Answering Machine
1102265795,9/27/22,05:54 PM EST,Answering Machine
2147277015,9/27/22,05:55 PM EST,Deliverability Error
1111917562,9/27/22,06:33 PM EST,Answering Machine
1110254045,9/27/22,06:33 PM EST,Answering Machine
2127231589,9/27/22,06:36 PM EST,Answering Machine
2146512835,9/27/22,05:56 PM EST,No Contact
1170085842,9/27/22,06:12 PM EST,Answering Machine
1110652570,9/27/22,06:12 PM EST,Answering Machine
2162545995,9/27/22,06:12 PM EST,Deliverability Error
2002205222,9/27/22,06:13 PM EST,Answering Machine
2160115952,9/27/22,06:29 PM EST,Answering Machine
1102538114,9/27/22,05:59 PM EST,Answering Machine
--,9/27/22,06:06 PM EST,Deliverability Error
2146143511,9/27/22,06:10 PM EST,No Contact
2155614731,9/27/22,06:00 PM EST,No Contact
2180035477,9/27/22,06:12 PM EST,Deliverability Error
1147949369,9/27/22,06:16 PM EST,Answering Machine
2189716887,9/27/22,06:35 PM EST,Answering Machine
1217464119,9/27/22,05:56 PM EST,Answering Machine
1192671211,9/27/22,06:01 PM EST,Deliverability Error
1119050655,9/27/22,06:09 PM EST,Answering Machine
2121383879,9/27/22,06:08 PM EST,Deliverability Error
2146914015,9/27/22,06:09 PM EST,Answering Machine
1103176707,9/27/22,06:09 PM EST,Answering Machine
2184818644,9/27/22,06:13 PM EST,Remove number from list
1111263157,9/27/22,06:02 PM EST,No Answer
2157920671,9/27/22,06:11 PM EST,Deliverability Error
2147160237,9/27/22,06:11 PM EST,Deliverability Error
2178430868,9/27/22,06:25 PM EST,Deliverability Error
2125750267,9/27/22,06:02 PM EST,Answering Machine
--,9/27/22,06:02 PM EST,Answering Machine
1197501586,9/27/22,06:12 PM EST,No Contact
2157131566,9/27/22,06:37 PM EST,No Contact
2141405687,9/27/22,06:37 PM EST,Answering Machine
1102655296,9/27/22,06:13 PM EST,Deliverability Error
2185651093,9/27/22,06:16 PM EST,Deliverability Error
--,9/27/22,06:21 PM EST,Answering Machine
1102265707,9/27/22,06:19 PM EST,No Contact
2177675243,9/27/22,06:29 PM EST,Talked to Correct Person
2140394601,9/27/22,06:02 PM EST,Answering Machine
1183440394,9/27/22,06:07 PM EST,Deliverability Error
2124750199,9/27/22,06:17 PM EST,Deliverability Error
1209189807,9/27/22,06:01 PM EST,Answering Machine
2140464053,9/27/22,06:03 PM EST,Answering Machine
1107037324,9/27/22,06:31 PM EST,Busy Signal
2156638317,9/27/22,06:30 PM EST,Answering Machine
1110643497,9/27/22,06:05 PM EST,Answering Machine
1178656458,9/27/22,06:06 PM EST,Answering Machine
2140439434,9/27/22,06:13 PM EST,Talked to Correct Person
1218915157,9/27/22,06:37 PM EST,Answering Machine
2186350246,9/27/22,06:37 PM EST,Answering Machine
2179084278,9/27/22,06:05 PM EST,Deliverability Error
--,9/27/22,06:18 PM EST,Deliverability Error
1102382091,9/27/22,06:23 PM EST,Answering Machine
1111528407,9/27/22,06:19 PM EST,No Contact
1112375095,9/27/22,06:00 PM EST,Deliverability Error
1217664900,9/27/22,06:03 PM EST,Answering Machine
1103053852,9/27/22,06:03 PM EST,Answering Machine
1119042761,9/27/22,06:05 PM EST,Answering Machine
1111247740,9/27/22,06:09 PM EST,Deliverability Error
1134669616,9/27/22,06:18 PM EST,No Answer
1170716108,9/27/22,06:23 PM EST,Busy Signal
1112390859,9/27/22,06:26 PM EST,Deliverability Error
1183715193,9/27/22,06:00 PM EST,Deliverability Error
1216366327,9/27/22,06:07 PM EST,Answering Machine
2184819315,9/27/22,06:09 PM EST,Answering Machine
2161429403,9/27/22,06:09 PM EST,Deliverability Error
2169654743,9/27/22,06:30 PM EST,Answering Machine
1111816904,9/27/22,06:15 PM EST,Answering Machine
1112439729,9/27/22,06:18 PM EST,Answering Machine
2122402410,9/27/22,06:18 PM EST,No Contact
1213874106,9/27/22,06:05 PM EST,Answering Machine
1207460162,9/27/22,06:05 PM EST,Deliverability Error
1102374345,9/27/22,06:13 PM EST,No Contact
2124363378,9/27/22,06:12 PM EST,No Contact
2178398971,9/27/22,06:16 PM EST,Deliverability Error
2127111260,9/27/22,06:18 PM EST,Answering Machine
1102282849,9/27/22,06:19 PM EST,Answering Machine
1216973744,9/27/22,06:23 PM EST,Deliverability Error
2192370176,9/27/22,06:16 PM EST,Answering Machine
2144445943,9/27/22,06:18 PM EST,Deliverability Error
2147814095,9/27/22,06:18 PM EST,Answering Machine
2147808379,9/27/22,06:19 PM EST,Deliverability Error
1108890593,9/27/22,06:13 PM EST,No Contact
2159776873,9/27/22,06:31 PM EST,Answering Machine
2149915444,9/27/22,06:31 PM EST,Answering Machine
1210475586,9/27/22,06:31 PM EST,Answering Machine
1209376619,9/27/22,06:31 PM EST,Talked to Correct Person
2134152563,9/27/22,06:08 PM EST,Answering Machine
2177706518,9/27/22,06:31 PM EST,Answering Machine
2164966708,9/27/22,06:09 PM EST,Answering Machine
2133014466,9/27/22,06:31 PM EST,Answering Machine
1119145940,9/27/22,06:31 PM EST,Talked to Correct Person
2186344229,9/27/22,06:31 PM EST,No Contact
2191967869,9/27/22,06:36 PM EST,Deliverability Error
1112351715,9/27/22,06:36 PM EST,Deliverability Error
1117892102,9/27/22,06:36 PM EST,Answering Machine
1184967878,9/27/22,06:09 PM EST,Answering Machine
2149988789,9/27/22,06:21 PM EST,Answering Machine
1106735337,9/27/22,06:21 PM EST,Answering Machine
2190463629,9/27/22,06:07 PM EST,Answering Machine
2156038316,9/27/22,06:13 PM EST,Answering Machine
1170152378,9/27/22,06:16 PM EST,Deliverability Error
1214194915,9/27/22,06:06 PM EST,Remove number from list
--,9/27/22,06:07 PM EST,Deliverability Error
2159202841,9/27/22,06:09 PM EST,Deliverability Error
2166189336,9/27/22,06:12 PM EST,Answering Machine
2160371048,9/27/22,06:15 PM EST,Answering Machine
2126678865,9/27/22,06:16 PM EST,Answering Machine
2160433230,9/27/22,06:16 PM EST,Answering Machine
2143301208,9/27/22,06:07 PM EST,Deliverability Error
2141202968,9/27/22,06:09 PM EST,Answering Machine
1110165816,9/27/22,06:15 PM EST,Answering Machine
2190466392,9/27/22,06:15 PM EST,Answering Machine
2160373108,9/27/22,06:31 PM EST,Answering Machine
1108874658,9/27/22,06:33 PM EST,No Contact
2132997737,9/27/22,06:23 PM EST,Answering Machine
1191775934,9/27/22,06:24 PM EST,Deliverability Error
1104184958,9/27/22,06:25 PM EST,Answering Machine
2003178129,9/27/22,06:37 PM EST,Answering Machine
2144243331,9/27/22,06:17 PM EST,Deliverability Error
1220929529,9/27/22,06:12 PM EST,Talked to Correct Person
1182779595,9/27/22,06:16 PM EST,No Contact
1103217195,9/27/22,06:09 PM EST,Deliverability Error
1165151993,9/27/22,06:16 PM EST,Answering Machine
1109255465,9/27/22,06:31 PM EST,No Contact
2119996756,9/27/22,06:31 PM EST,Deliverability Error
2002284705,9/27/22,06:31 PM EST,Answering Machine
1119204132,9/27/22,06:21 PM EST,Busy Signal
1218852754,9/27/22,06:20 PM EST,Answering Machine
1148409159,9/27/22,06:31 PM EST,Remove number from list
2178945055,9/27/22,06:09 PM EST,Answering Machine
2129481280,9/27/22,06:10 PM EST,Answering Machine
2132793542,9/27/22,06:36 PM EST,Answering Machine
1111883204,9/27/22,06:36 PM EST,Answering Machine
2130377221,9/27/22,06:09 PM EST,Deliverability Error
2179356000,9/27/22,06:14 PM EST,Answering Machine
2185421249,9/27/22,06:32 PM EST,Answering Machine
1152177843,9/27/22,06:31 PM EST,Deliverability Error
1103149657,9/27/22,06:31 PM EST,Answering Machine
1189069457,9/27/22,06:23 PM EST,Deliverability Error
--,9/27/22,06:23 PM EST,Deliverability Error
2183886977,9/27/22,06:09 PM EST,Talked to Correct Person
2162106967,9/27/22,06:10 PM EST,Answering Machine
2136682107,9/27/22,06:15 PM EST,Answering Machine
1109014745,9/27/22,06:20 PM EST,Answering Machine
1195741424,9/27/22,06:21 PM EST,Answering Machine
2145504728,9/27/22,06:16 PM EST,Answering Machine
2002762254,9/27/22,06:18 PM EST,No Contact
1190168231,9/27/22,06:21 PM EST,Answering Machine
1102282820,9/27/22,06:28 PM EST,No Answer
1112325862,9/27/22,06:21 PM EST,Answering Machine
2122298060,9/27/22,06:13 PM EST,Deliverability Error
1108798472,9/27/22,06:15 PM EST,Deliverability Error
2173477677,9/27/22,06:24 PM EST,No Contact
1185640425,9/27/22,06:16 PM EST,Deliverability Error
2152578054,9/27/22,06:12 PM EST,Answering Machine
1102297439,9/27/22,06:12 PM EST,Answering Machine
1108820034,9/27/22,06:12 PM EST,Answering Machine
1212754781,9/27/22,06:15 PM EST,Deliverability Error
2165325821,9/27/22,06:16 PM EST,Answering Machine
1162880702,9/27/22,06:18 PM EST,Answering Machine
1174676492,9/27/22,06:19 PM EST,Answering Machine
2158910446,9/27/22,06:21 PM EST,Answering Machine
2154461591,9/27/22,06:21 PM EST,Answering Machine
1154413894,9/27/22,06:32 PM EST,Deliverability Error
1142930894,9/27/22,06:38 PM EST,Answering Machine
1108405885,9/27/22,06:15 PM EST,Answering Machine
1210896637,9/27/22,06:15 PM EST,Answering Machine
1195034053,9/27/22,06:20 PM EST,Answering Machine
2147849796,9/27/22,06:21 PM EST,Answering Machine
1111808603,9/27/22,06:17 PM EST,Answering Machine
2001747905,9/27/22,06:17 PM EST,Deliverability Error
2126957278,9/27/22,06:17 PM EST,Deliverability Error
1220630292,9/27/22,06:46 PM EST,Deliverability Error
1119128834,9/27/22,06:31 PM EST,Answering Machine
2123651259,9/27/22,06:32 PM EST,Busy Signal
1213437188,9/27/22,06:21 PM EST,Answering Machine
1152456798,9/27/22,06:21 PM EST,Deliverability Error
2185992817,9/27/22,06:21 PM EST,Answering Machine
2165700481,9/27/22,06:13 PM EST,Deliverability Error
1121619002,9/27/22,06:21 PM EST,Answering Machine
2147726432,9/27/22,06:23 PM EST,Deliverability Error
2148862425,9/27/22,06:22 PM EST,Answering Machine
2189385910,9/27/22,06:31 PM EST,Answering Machine
1178935249,9/27/22,06:16 PM EST,Answering Machine
2135862354,9/27/22,06:16 PM EST,Answering Machine
1146649790,9/27/22,06:16 PM EST,Deliverability Error
1155470856,9/27/22,06:16 PM EST,Answering Machine
1103032786,9/27/22,06:37 PM EST,No Answer
2133174769,9/27/22,06:38 PM EST,Deliverability Error
1111874830,9/27/22,06:38 PM EST,Answering Machine
1103184586,9/27/22,06:57 PM EST,Answering Machine
1111900112,9/27/22,06:56 PM EST,Deliverability Error
1220529046,9/27/22,06:57 PM EST,Answering Machine
1206077306,9/27/22,07:10 PM EST,Deliverability Error
1103056841,9/27/22,06:49 PM EST,Deliverability Error
2140343740,9/27/22,06:51 PM EST,Remove number from list
2187464508,9/27/22,06:38 PM EST,Answering Machine
1172529018,9/27/22,06:38 PM EST,Answering Machine
2151794950,9/27/22,07:01 PM EST,Answering Machine
1212475872,9/27/22,07:01 PM EST,Remove number from list
2157311017,9/27/22,06:38 PM EST,Deliverability Error
1018377423,9/27/22,06:53 PM EST,Answering Machine
1195739391,9/27/22,06:44 PM EST,No Contact
1119238003,9/27/22,06:47 PM EST,Answering Machine
1216330175,9/27/22,06:52 PM EST,Answering Machine
2134223758,9/27/22,06:47 PM EST,Remove number from list
1146765799,9/27/22,06:56 PM EST,Deliverability Error
2144616616,9/27/22,07:01 PM EST,Answering Machine
2155421099,9/27/22,06:44 PM EST,Deliverability Error
2155420082,9/27/22,06:50 PM EST,Answering Machine
1201699701,9/27/22,06:50 PM EST,Answering Machine
2129344809,9/27/22,06:46 PM EST,Answering Machine
1103065399,9/27/22,07:07 PM EST,Answering Machine
1102341730,9/27/22,06:46 PM EST,Answering Machine
1191329621,9/27/22,06:50 PM EST,Answering Machine
1110667833,9/27/22,06:47 PM EST,Answering Machine
1221489438,9/27/22,06:47 PM EST,Answering Machine
1198893746,9/27/22,06:50 PM EST,Answering Machine
1200051720,9/27/22,06:46 PM EST,Answering Machine
2179820927,9/27/22,06:46 PM EST,Answering Machine
1102286795,9/27/22,06:51 PM EST,No Contact
--,9/27/22,06:46 PM EST,Answering Machine
1193855675,9/27/22,06:47 PM EST,Deliverability Error
1222247318,9/27/22,06:46 PM EST,Answering Machine
2147550413,9/27/22,06:46 PM EST,Answering Machine
1160759732,9/27/22,06:46 PM EST,Deliverability Error
1215850105,9/27/22,07:05 PM EST,Deliverability Error
1198056013,9/27/22,06:46 PM EST,No Contact
2140680336,9/27/22,06:44 PM EST,Answering Machine
2127408587,9/27/22,07:14 PM EST,Answering Machine
2133012703,9/27/22,07:14 PM EST,Answering Machine
2154662487,9/27/22,07:14 PM EST,Deliverability Error
2178304660,9/27/22,06:47 PM EST,Deliverability Error
2185482052,9/27/22,06:54 PM EST,Answering Machine
1201116426,9/27/22,06:44 PM EST,Deliverability Error
1147437677,9/27/22,06:45 PM EST,Answering Machine
1111183084,9/27/22,06:46 PM EST,Answering Machine
2126389415,9/27/22,06:47 PM EST,Answering Machine
1170117244,9/27/22,06:44 PM EST,Deliverability Error
1188834326,9/27/22,06:48 PM EST,Deliverability Error
1164623293,9/27/22,06:48 PM EST,Answering Machine
1111900453,9/27/22,06:45 PM EST,Answering Machine
2178683849,9/27/22,06:54 PM EST,Answering Machine
1217401649,9/27/22,06:44 PM EST,Remove number from list
--,9/27/22,06:46 PM EST,Deliverability Error
1099450952,9/27/22,06:55 PM EST,Answering Machine
