timestamp,message_direction,Voter ID
2022-09-29 16:30:32.197465Z,outgoing,2151661216
2022-09-29 16:30:32.390472Z,outgoing,2179044393
2022-09-29 16:30:32.561682Z,outgoing,1119042925
2022-09-29 16:30:32.961046Z,outgoing,2192097959
2022-09-29 16:30:33.179813Z,outgoing,2180408719
2022-09-29 16:30:33.372277Z,outgoing,1190067225
2022-09-29 16:30:33.570918Z,outgoing,1167368879
2022-09-29 16:30:33.593543Z,incoming,2141361716
2022-09-29 16:30:33.957271Z,outgoing,1192673672
2022-09-29 16:30:34.351458Z,outgoing,2190050711
2022-09-29 16:30:34.550045Z,outgoing,1219727720
2022-09-29 16:30:34.794243Z,outgoing,1111858412
2022-09-29 16:30:35.199180Z,outgoing,2153615213
2022-09-29 16:30:35.497290Z,outgoing,1180204835
2022-09-29 16:30:35.763268Z,outgoing,1194103210
2022-09-29 16:30:35.999671Z,outgoing,1103771367
2022-09-29 16:30:36.897375Z,outgoing,1119246041
2022-09-29 16:30:37.459134Z,outgoing,1119205024
2022-09-29 16:30:39.311172Z,outgoing,1221489438
2022-09-29 16:30:39.707912Z,outgoing,1102281078
2022-09-29 16:30:42.350505Z,outgoing,1149373182
2022-09-29 16:30:48.776025Z,outgoing,1171608589
2022-09-29 16:30:49.320018Z,outgoing,1103089771
2022-09-29 16:30:50.146367Z,outgoing,1119179329
2022-09-29 16:30:50.803458Z,outgoing,1186086838
2022-09-29 16:30:51.051602Z,outgoing,1102279715
2022-09-29 16:30:51.281342Z,outgoing,2145999036
2022-09-29 16:30:51.532076Z,outgoing,1110018746
2022-09-29 16:30:51.758061Z,outgoing,1119162540
2022-09-29 16:30:51.952031Z,outgoing,2127687306
2022-09-29 16:30:52.304270Z,outgoing,2189165551
2022-09-29 16:30:52.818329Z,outgoing,2152108656
2022-09-29 16:30:53.198755Z,outgoing,1221876281
2022-09-29 16:30:53.393446Z,outgoing,1119253892
2022-09-29 16:30:53.732531Z,outgoing,2178752699
2022-09-29 16:30:53.923612Z,outgoing,1119203899
2022-09-29 16:30:54.130487Z,outgoing,1215850105
2022-09-29 16:30:54.320167Z,outgoing,2140601079
2022-09-29 16:30:54.534344Z,outgoing,1152945860
2022-09-29 16:30:54.899193Z,outgoing,2158909558
2022-09-29 16:30:55.245603Z,outgoing,1142465823
2022-09-29 16:30:55.593276Z,outgoing,2187097155
2022-09-29 16:30:55.765373Z,outgoing,2183722009
2022-09-29 16:30:55.936649Z,outgoing,2188887532
2022-09-29 16:30:56.274870Z,outgoing,1116666102
2022-09-29 16:30:56.612399Z,outgoing,1184915018
2022-09-29 16:30:56.785738Z,outgoing,1111800607
2022-09-29 16:30:56.941010Z,outgoing,1110059873
2022-09-29 16:30:57.335196Z,outgoing,1110660574
2022-09-29 16:30:57.626348Z,outgoing,1110611341
2022-09-29 16:30:57.942930Z,outgoing,1111151710
2022-09-29 16:30:58.300886Z,outgoing,1119253816
2022-09-29 16:30:58.622830Z,outgoing,2185420847
2022-09-29 16:30:58.958477Z,outgoing,2164483381
2022-09-29 16:30:59.308533Z,outgoing,1183854356
2022-09-29 16:30:59.643963Z,outgoing,1119203572
2022-09-29 16:30:59.883965Z,outgoing,1144439396
2022-09-29 16:31:00.544794Z,outgoing,1216500594
2022-09-29 16:31:01.705844Z,outgoing,2001223992
2022-09-29 16:31:02.224231Z,outgoing,2152632857
2022-09-29 16:31:02.392691Z,outgoing,1110293490
2022-09-29 16:31:02.566979Z,outgoing,2177379149
2022-09-29 16:31:02.996005Z,incoming,1212892020
2022-09-29 16:31:03.004390Z,outgoing,2137655889
2022-09-29 16:31:04.457167Z,outgoing,2127052968
2022-09-29 16:31:05.550902Z,outgoing,2157629213
2022-09-29 16:31:06.234355Z,outgoing,1209192324
2022-09-29 16:31:06.858167Z,outgoing,1221150115
2022-09-29 16:31:08.397384Z,outgoing,2138808296
2022-09-29 16:31:09.071493Z,outgoing,1119220212
2022-09-29 16:31:09.566154Z,outgoing,1103848819
2022-09-29 16:31:09.973903Z,outgoing,1104248838
2022-09-29 16:31:10.376376Z,outgoing,1211771129
2022-09-29 16:31:11.018812Z,outgoing,2136340866
2022-09-29 16:31:11.346501Z,outgoing,2154856919
2022-09-29 16:31:11.751509Z,outgoing,1119179010
2022-09-29 16:31:12.145378Z,outgoing,1114066143
2022-09-29 16:31:12.564214Z,outgoing,2136673440
2022-09-29 16:31:12.972561Z,outgoing,2001311529
2022-09-29 16:31:13.416710Z,outgoing,1119128834
2022-09-29 16:31:14.030423Z,outgoing,2143592312
2022-09-29 16:31:14.420463Z,outgoing,1103151282
2022-09-29 16:31:14.887861Z,outgoing,1164084163
2022-09-29 16:31:15.326762Z,outgoing,1193966968
2022-09-29 16:31:15.780388Z,outgoing,2178064889
2022-09-29 16:31:16.260948Z,outgoing,1111907958
2022-09-29 16:31:16.664507Z,outgoing,1109015016
2022-09-29 16:31:17.091974Z,outgoing,1170942981
2022-09-29 16:31:17.520859Z,outgoing,1122010658
2022-09-29 16:31:17.960122Z,outgoing,1171583882
2022-09-29 16:31:18.408007Z,outgoing,1218149316
2022-09-29 16:31:18.861917Z,outgoing,1108805720
2022-09-29 16:31:19.311822Z,outgoing,1119212417
2022-09-29 16:31:19.758704Z,outgoing,1107459973
2022-09-29 16:31:20.217560Z,outgoing,1092401608
2022-09-29 16:31:20.630869Z,outgoing,1119253289
2022-09-29 16:31:21.060981Z,outgoing,2001311517
2022-09-29 16:31:21.495724Z,outgoing,1165746011
2022-09-29 16:31:21.951334Z,outgoing,1187394437
2022-09-29 16:31:22.417460Z,outgoing,1106378308
2022-09-29 16:31:22.908157Z,outgoing,2171161520
2022-09-29 16:31:23.309393Z,outgoing,2164424835
2022-09-29 16:31:23.790094Z,outgoing,1111875765
2022-09-29 16:31:24.205937Z,outgoing,1120029348
2022-09-29 16:31:24.647956Z,outgoing,2002919530
2022-09-29 16:31:25.096937Z,outgoing,2157246237
2022-09-29 16:31:25.532413Z,outgoing,1161363250
2022-09-29 16:31:25.986644Z,outgoing,1221316375
2022-09-29 16:31:26.391704Z,outgoing,2173089277
2022-09-29 16:31:26.771336Z,outgoing,2000712001
2022-09-29 16:31:27.590587Z,outgoing,1214817441
2022-09-29 16:31:28.032551Z,outgoing,2188476620
2022-09-29 16:31:28.439496Z,outgoing,1115993855
2022-09-29 16:31:28.845460Z,outgoing,2156058546
2022-09-29 16:31:29.196355Z,outgoing,1197687241
2022-09-29 16:31:29.589023Z,outgoing,1191144854
2022-09-29 16:31:29.964372Z,outgoing,1111816763
2022-09-29 16:31:30.357794Z,outgoing,1192673278
2022-09-29 16:31:30.744400Z,outgoing,1119939543
2022-09-29 16:31:31.149635Z,outgoing,2132996571
2022-09-29 16:31:31.540187Z,outgoing,1208699400
2022-09-29 16:31:31.818953Z,outgoing,2149890373
2022-09-29 16:31:31.962481Z,outgoing,1119204682
2022-09-29 16:31:32.120056Z,outgoing,1119154716
2022-09-29 16:31:32.371540Z,outgoing,1102753002
2022-09-29 16:31:32.627354Z,outgoing,1118472173
2022-09-29 16:31:32.882737Z,outgoing,1146975175
2022-09-29 16:31:33.151630Z,outgoing,2186242290
2022-09-29 16:31:33.421203Z,outgoing,2159906117
2022-09-29 16:31:33.690864Z,outgoing,2178914604
2022-09-29 16:31:34.063415Z,outgoing,1212889890
2022-09-29 16:31:34.278864Z,outgoing,1161348367
2022-09-29 16:31:34.541868Z,outgoing,2176754753
2022-09-29 16:31:34.684857Z,outgoing,2171753698
2022-09-29 16:31:34.817494Z,outgoing,--
2022-09-29 16:31:34.971378Z,outgoing,1119154507
2022-09-29 16:31:35.107127Z,outgoing,2154962709
2022-09-29 16:31:35.245421Z,outgoing,2126174415
2022-09-29 16:31:35.371321Z,outgoing,2186350246
2022-09-29 16:31:35.511740Z,outgoing,1102381408
2022-09-29 16:31:35.638120Z,outgoing,1196677377
2022-09-29 16:31:35.770301Z,outgoing,2136266455
2022-09-29 16:31:35.897019Z,outgoing,2138986366
2022-09-29 16:31:36.041849Z,outgoing,1103149537
2022-09-29 16:31:36.187714Z,outgoing,2160671458
2022-09-29 16:31:36.450603Z,outgoing,1119178781
2022-09-29 16:31:36.611111Z,outgoing,1103040440
2022-09-29 16:31:36.729774Z,outgoing,1110660250
2022-09-29 16:31:36.881327Z,outgoing,1190171499
2022-09-29 16:31:36.886939Z,incoming,1104248838
2022-09-29 16:31:37.024460Z,outgoing,1151210647
2022-09-29 16:31:37.312958Z,outgoing,2002358681
2022-09-29 16:31:37.601418Z,outgoing,2179462992
2022-09-29 16:31:37.763924Z,outgoing,1111199953
2022-09-29 16:31:37.901928Z,outgoing,2189045980
2022-09-29 16:31:38.068671Z,outgoing,1107869681
2022-09-29 16:31:38.196655Z,outgoing,2125153844
2022-09-29 16:31:38.370176Z,outgoing,1111817494
2022-09-29 16:31:38.496226Z,outgoing,1119170675
2022-09-29 16:31:38.661467Z,outgoing,1110206766
2022-09-29 16:31:38.779303Z,outgoing,2128499795
2022-09-29 16:31:38.951172Z,outgoing,1112447549
2022-09-29 16:31:39.069783Z,outgoing,1213673071
2022-09-29 16:31:39.225131Z,outgoing,1148409159
2022-09-29 16:31:39.364863Z,outgoing,2155423315
2022-09-29 16:31:39.526184Z,outgoing,2183839558
2022-09-29 16:31:39.667746Z,outgoing,1142940757
2022-09-29 16:31:39.829926Z,outgoing,1119042735
2022-09-29 16:31:39.953263Z,outgoing,1102343644
2022-09-29 16:31:40.120846Z,outgoing,2173940422
2022-09-29 16:31:40.283008Z,outgoing,2121118632
2022-09-29 16:31:40.589955Z,outgoing,1217075667
2022-09-29 16:31:40.877314Z,outgoing,1218141326
2022-09-29 16:31:41.074353Z,outgoing,1215073251
2022-09-29 16:31:41.375760Z,outgoing,1111825767
2022-09-29 16:31:41.703233Z,outgoing,1111892009
2022-09-29 16:31:42.025768Z,outgoing,2156760673
2022-09-29 16:31:42.145986Z,outgoing,1111809228
2022-09-29 16:31:42.471567Z,outgoing,1110652417
2022-09-29 16:31:42.841367Z,outgoing,2153625122
2022-09-29 16:31:42.978693Z,outgoing,2137885464
2022-09-29 16:31:43.330157Z,outgoing,1186609705
2022-09-29 16:31:43.458358Z,outgoing,1119245734
2022-09-29 16:31:43.749787Z,outgoing,2139834500
2022-09-29 16:31:43.919551Z,outgoing,1199203195
2022-09-29 16:31:44.218354Z,outgoing,1170715239
2022-09-29 16:31:44.361117Z,outgoing,2160636876
2022-09-29 16:31:44.640640Z,outgoing,1110629213
2022-09-29 16:31:44.944511Z,outgoing,1221354778
2022-09-29 16:31:45.276637Z,outgoing,2175217999
2022-09-29 16:31:45.421724Z,outgoing,2180637795
2022-09-29 16:31:45.585787Z,outgoing,1103416877
2022-09-29 16:31:45.712145Z,outgoing,1182560179
2022-09-29 16:31:46.012295Z,outgoing,2164401590
2022-09-29 16:31:46.428797Z,outgoing,1189631900
2022-09-29 16:31:46.473710Z,outgoing,2186546045
2022-09-29 16:31:46.799169Z,outgoing,1176665401
2022-09-29 16:31:47.190803Z,outgoing,2177435958
2022-09-29 16:31:47.582774Z,outgoing,1111816645
2022-09-29 16:31:47.925553Z,outgoing,1110661625
2022-09-29 16:31:48.275308Z,outgoing,1171029630
2022-09-29 16:31:48.508658Z,outgoing,2184783273
2022-09-29 16:31:48.776143Z,outgoing,1111917504
2022-09-29 16:31:49.052274Z,outgoing,2131959477
2022-09-29 16:31:49.053332Z,outgoing,1103154792
2022-09-29 16:31:49.446320Z,outgoing,1219209250
2022-09-29 16:31:49.703354Z,outgoing,2160909040
2022-09-29 16:31:49.820387Z,outgoing,1111866779
2022-09-29 16:31:50.107371Z,outgoing,1151654121
2022-09-29 16:31:50.601141Z,outgoing,2128994813
2022-09-29 16:31:50.702581Z,outgoing,1153021519
2022-09-29 16:31:50.812070Z,outgoing,2175665651
2022-09-29 16:31:51.263379Z,outgoing,1111875442
2022-09-29 16:31:51.419876Z,outgoing,1149822649
2022-09-29 16:31:51.642222Z,outgoing,1119236724
2022-09-29 16:31:51.818700Z,incoming,2001223992
2022-09-29 16:31:51.996212Z,outgoing,2003290031
2022-09-29 16:31:52.001375Z,outgoing,1102313464
2022-09-29 16:31:52.254510Z,outgoing,2123984955
2022-09-29 16:31:52.634790Z,outgoing,2137932633
2022-09-29 16:31:52.932468Z,outgoing,1119178813
2022-09-29 16:31:53.038571Z,outgoing,2168554614
2022-09-29 16:31:53.297209Z,outgoing,2160562561
2022-09-29 16:31:53.655644Z,outgoing,1103488771
2022-09-29 16:31:53.905367Z,outgoing,1190764827
2022-09-29 16:31:54.038605Z,outgoing,1196564705
2022-09-29 16:31:54.162755Z,outgoing,1219654335
2022-09-29 16:31:54.472092Z,outgoing,1119136755
2022-09-29 16:31:54.904390Z,outgoing,1154015582
2022-09-29 16:31:55.180668Z,outgoing,2131230847
2022-09-29 16:31:55.325996Z,outgoing,1120819046
2022-09-29 16:31:55.377946Z,outgoing,1218855377
2022-09-29 16:31:55.487664Z,outgoing,2170341464
2022-09-29 16:31:55.724799Z,outgoing,1218816592
2022-09-29 16:31:55.886838Z,outgoing,1119145760
2022-09-29 16:31:56.153507Z,outgoing,1111232586
2022-09-29 16:31:56.399766Z,outgoing,2139884010
2022-09-29 16:31:56.545566Z,outgoing,2142189563
2022-09-29 16:31:56.728294Z,outgoing,2185992053
2022-09-29 16:31:56.874773Z,outgoing,1213881072
2022-09-29 16:31:57.087174Z,outgoing,1119203720
2022-09-29 16:31:57.207501Z,outgoing,1103081546
2022-09-29 16:31:57.245504Z,outgoing,2177336319
2022-09-29 16:31:57.503958Z,outgoing,2184481014
2022-09-29 16:31:57.813334Z,outgoing,1111916599
2022-09-29 16:31:58.130106Z,outgoing,2148810296
2022-09-29 16:31:58.571981Z,outgoing,2139835472
2022-09-29 16:31:58.670034Z,outgoing,2150058440
2022-09-29 16:31:58.795085Z,outgoing,1110651891
2022-09-29 16:31:59.047502Z,outgoing,1111917866
2022-09-29 16:31:59.341512Z,outgoing,2130816336
2022-09-29 16:31:59.459827Z,outgoing,1103141334
2022-09-29 16:32:00.110596Z,outgoing,1155470054
2022-09-29 16:32:00.517738Z,outgoing,1183506499
2022-09-29 16:32:00.701249Z,outgoing,2154156718
2022-09-29 16:32:00.783735Z,outgoing,2119771535
2022-09-29 16:32:01.044705Z,outgoing,1119195145
2022-09-29 16:32:01.284551Z,incoming,2128428129
2022-09-29 16:32:01.287197Z,outgoing,2139239952
2022-09-29 16:32:01.447819Z,outgoing,1116858011
2022-09-29 16:32:01.730770Z,outgoing,1212807414
2022-09-29 16:32:01.925872Z,outgoing,1216087219
2022-09-29 16:32:02.298974Z,outgoing,1111859074
2022-09-29 16:32:02.572212Z,outgoing,2131943047
2022-09-29 16:32:02.802292Z,outgoing,1102294828
2022-09-29 16:32:02.803358Z,outgoing,1191991238
2022-09-29 16:32:03.320681Z,outgoing,1184295446
2022-09-29 16:32:04.003307Z,outgoing,1112319408
2022-09-29 16:32:05.586210Z,outgoing,2175950648
2022-09-29 16:32:05.820329Z,incoming,2122947037
2022-09-29 16:32:07.764761Z,outgoing,1120778376
2022-09-29 16:32:09.579285Z,outgoing,1168952924
2022-09-29 16:32:10.707889Z,outgoing,1172429160
2022-09-29 16:32:14.873252Z,outgoing,1183243534
2022-09-29 16:32:16.858827Z,outgoing,2002285208
2022-09-29 16:32:25.332376Z,incoming,1119203720
2022-09-29 16:32:26.117401Z,incoming,1218141326
2022-09-29 16:32:28.798718Z,outgoing,2185679271
2022-09-29 16:32:32.046016Z,outgoing,1200049619
2022-09-29 16:32:33.982298Z,outgoing,2148209214
2022-09-29 16:32:38.535317Z,outgoing,2176204793
2022-09-29 16:32:40.828137Z,outgoing,1119058565
2022-09-29 16:32:41.399882Z,incoming,1161348367
2022-09-29 16:32:42.451156Z,outgoing,1115594005
2022-09-29 16:32:43.799340Z,outgoing,1102374275
2022-09-29 16:32:44.923083Z,outgoing,2154313431
2022-09-29 16:32:46.329777Z,outgoing,1016290606
2022-09-29 16:32:47.695692Z,outgoing,2188891712
2022-09-29 16:32:49.049205Z,outgoing,1218921526
2022-09-29 16:32:50.354889Z,outgoing,2156539599
2022-09-29 16:32:52.575670Z,outgoing,2137622276
2022-09-29 16:32:53.786302Z,outgoing,1163996643
2022-09-29 16:32:55.028870Z,outgoing,1122654007
2022-09-29 16:32:56.538000Z,outgoing,2175552113
2022-09-29 16:32:59.002429Z,outgoing,1111816433
2022-09-29 16:33:02.168046Z,outgoing,2133469635
2022-09-29 16:33:05.035200Z,outgoing,1196181158
2022-09-29 16:33:06.614265Z,outgoing,1119253682
2022-09-29 16:33:09.218518Z,outgoing,2146102361
2022-09-29 16:33:12.279641Z,outgoing,1112375988
2022-09-29 16:33:16.256720Z,outgoing,2000383640
2022-09-29 16:33:18.071413Z,incoming,1119203572
2022-09-29 16:33:18.144332Z,outgoing,1184934395
2022-09-29 16:33:19.324552Z,outgoing,2159288195
2022-09-29 16:33:20.971613Z,outgoing,2123243659
2022-09-29 16:33:22.363317Z,outgoing,1203607651
2022-09-29 16:33:25.306128Z,outgoing,1106918600
2022-09-29 16:33:26.486940Z,outgoing,1108889176
2022-09-29 16:33:27.774472Z,outgoing,1116055892
2022-09-29 16:33:29.126692Z,outgoing,1189160880
2022-09-29 16:33:30.461056Z,outgoing,1111908026
2022-09-29 16:33:31.828260Z,outgoing,2186592356
2022-09-29 16:33:33.225291Z,outgoing,1112335062
2022-09-29 16:33:37.158140Z,outgoing,1209697287
2022-09-29 16:33:38.490707Z,outgoing,1162556265
2022-09-29 16:33:39.641996Z,outgoing,1194519458
2022-09-29 16:33:40.751322Z,incoming,1119204682
2022-09-29 16:33:41.662134Z,outgoing,2136272536
2022-09-29 16:33:43.715354Z,outgoing,1150580095
2022-09-29 16:33:45.376828Z,outgoing,1222061023
2022-09-29 16:33:53.219834Z,incoming,1119204682
2022-09-29 16:33:58.293219Z,outgoing,2186508278
2022-09-29 16:34:03.277690Z,outgoing,1151235155
2022-09-29 16:34:04.589295Z,outgoing,1102311310
2022-09-29 16:34:05.961846Z,outgoing,1141137165
2022-09-29 16:34:07.546571Z,outgoing,1161351789
2022-09-29 16:34:08.914633Z,outgoing,1103127098
2022-09-29 16:34:10.254881Z,incoming,1111817494
2022-09-29 16:34:11.574579Z,outgoing,1112393272
2022-09-29 16:34:12.833052Z,outgoing,1111825416
2022-09-29 16:34:14.136802Z,outgoing,1118759459
2022-09-29 16:34:15.096495Z,outgoing,1110651623
2022-09-29 16:34:15.917397Z,outgoing,1183351841
2022-09-29 16:34:16.649023Z,outgoing,1110620641
2022-09-29 16:34:17.331376Z,outgoing,1215905465
2022-09-29 16:34:18.187008Z,outgoing,1114307920
2022-09-29 16:34:19.101281Z,outgoing,1111255459
2022-09-29 16:34:20.300285Z,outgoing,2184132283
2022-09-29 16:34:21.001197Z,outgoing,1119136963
2022-09-29 16:34:21.668974Z,outgoing,2164425316
2022-09-29 16:34:22.929196Z,outgoing,1108782623
2022-09-29 16:34:24.034583Z,outgoing,2152561661
2022-09-29 16:34:24.932426Z,outgoing,1112351575
2022-09-29 16:34:25.862795Z,outgoing,1111215707
2022-09-29 16:34:26.596736Z,outgoing,1173416986
2022-09-29 16:34:27.312632Z,outgoing,1215705997
2022-09-29 16:34:28.075428Z,outgoing,1206974046
2022-09-29 16:34:29.114666Z,outgoing,2153887487
2022-09-29 16:34:30.185144Z,outgoing,2130205902
2022-09-29 16:34:31.290383Z,outgoing,1159721027
2022-09-29 16:34:32.744242Z,outgoing,1119220306
2022-09-29 16:34:33.666959Z,outgoing,2177724690
2022-09-29 16:34:34.812236Z,outgoing,1112328244
2022-09-29 16:34:35.908463Z,outgoing,1110661673
2022-09-29 16:34:36.941196Z,outgoing,2186594569
2022-09-29 16:34:37.997579Z,outgoing,2175950742
2022-09-29 16:34:38.916407Z,outgoing,2121011564
2022-09-29 16:34:39.163560Z,incoming,1112335062
2022-09-29 16:34:39.849091Z,outgoing,2139438728
2022-09-29 16:34:40.594621Z,outgoing,1110636375
2022-09-29 16:34:41.647135Z,outgoing,2120098912
2022-09-29 16:34:42.439446Z,outgoing,1108867578
2022-09-29 16:34:43.359651Z,outgoing,1168951901
2022-09-29 16:34:44.303261Z,outgoing,1102272781
2022-09-29 16:34:45.221016Z,outgoing,1103065352
2022-09-29 16:34:47.618117Z,outgoing,2173477677
2022-09-29 16:34:48.336656Z,outgoing,1206164825
2022-09-29 16:34:49.050751Z,outgoing,2177000443
2022-09-29 16:34:49.747999Z,outgoing,2119996448
2022-09-29 16:34:50.499358Z,outgoing,2128762913
2022-09-29 16:34:51.212478Z,outgoing,1144474638
2022-09-29 16:34:51.846614Z,outgoing,1178861174
2022-09-29 16:34:52.449891Z,outgoing,2151526180
2022-09-29 16:34:53.117562Z,outgoing,1111883483
2022-09-29 16:34:53.788636Z,outgoing,1198113685
2022-09-29 16:34:54.449603Z,outgoing,1166640721
2022-09-29 16:34:55.106192Z,outgoing,1112447565
2022-09-29 16:34:56.460786Z,outgoing,1111850247
2022-09-29 16:34:57.106759Z,outgoing,1210802597
2022-09-29 16:34:57.826595Z,outgoing,2002091112
2022-09-29 16:34:59.047879Z,outgoing,1203656482
2022-09-29 16:35:00.152964Z,outgoing,1179864061
2022-09-29 16:35:01.159074Z,outgoing,1202900205
2022-09-29 16:35:01.921913Z,outgoing,2126046287
2022-09-29 16:35:02.695675Z,outgoing,1219341567
2022-09-29 16:35:03.378334Z,outgoing,1194525561
2022-09-29 16:35:04.075573Z,outgoing,1221797097
2022-09-29 16:35:04.779249Z,outgoing,2133760299
2022-09-29 16:35:05.504296Z,outgoing,2190089718
2022-09-29 16:35:06.469484Z,outgoing,1112413790
2022-09-29 16:35:07.616298Z,outgoing,1105908205
2022-09-29 16:35:08.600554Z,outgoing,2160983877
2022-09-29 16:35:09.174926Z,incoming,2186508278
2022-09-29 16:35:09.389257Z,outgoing,1216799772
2022-09-29 16:35:10.162063Z,outgoing,1183440413
2022-09-29 16:35:12.488976Z,outgoing,2127050993
2022-09-29 16:35:13.844746Z,incoming,1112447565
2022-09-29 16:35:14.070777Z,outgoing,1111917775
2022-09-29 16:35:15.320193Z,outgoing,2136213265
2022-09-29 16:35:16.979420Z,outgoing,1119464420
2022-09-29 16:35:17.908098Z,outgoing,1198375547
2022-09-29 16:35:18.575532Z,outgoing,1218057469
2022-09-29 16:35:19.479636Z,outgoing,2143075907
2022-09-29 16:35:20.965202Z,outgoing,1102303735
2022-09-29 16:35:21.897849Z,outgoing,1111834053
2022-09-29 16:35:22.864692Z,outgoing,2160166649
2022-09-29 16:35:23.694714Z,incoming,1112319408
2022-09-29 16:35:23.951081Z,outgoing,1179284014
2022-09-29 16:35:24.831743Z,outgoing,1148256673
2022-09-29 16:35:25.867582Z,outgoing,1103122439
2022-09-29 16:35:26.831125Z,outgoing,2136083913
2022-09-29 16:35:27.797002Z,outgoing,1218526320
2022-09-29 16:35:29.011908Z,outgoing,1111211621
2022-09-29 16:35:29.645396Z,outgoing,2175438624
2022-09-29 16:35:30.606743Z,outgoing,2141978335
2022-09-29 16:35:31.629911Z,outgoing,2125416449
2022-09-29 16:35:32.752561Z,outgoing,2129783027
2022-09-29 16:35:33.669272Z,outgoing,2166957249
2022-09-29 16:35:34.574103Z,outgoing,2155382269
2022-09-29 16:35:35.471318Z,outgoing,1110684131
2022-09-29 16:35:36.525528Z,outgoing,1102290672
2022-09-29 16:35:37.609397Z,outgoing,1210475586
2022-09-29 16:35:38.604899Z,outgoing,2138955804
2022-09-29 16:35:40.326127Z,outgoing,2139831053
2022-09-29 16:35:41.072709Z,outgoing,1107625868
2022-09-29 16:35:41.922804Z,outgoing,1155293626
2022-09-29 16:35:43.132667Z,outgoing,1157035882
2022-09-29 16:35:44.288322Z,outgoing,2178024496
2022-09-29 16:35:46.937146Z,outgoing,1121540622
2022-09-29 16:35:49.437360Z,outgoing,1112352351
2022-09-29 16:35:50.561443Z,outgoing,2159817129
2022-09-29 16:35:51.710896Z,outgoing,2141530907
2022-09-29 16:35:51.874784Z,incoming,1184934395
2022-09-29 16:35:53.472133Z,outgoing,1103081567
2022-09-29 16:35:55.823537Z,outgoing,1170517472
2022-09-29 16:35:56.615205Z,outgoing,1208615667
2022-09-29 16:35:57.502678Z,outgoing,1219223351
2022-09-29 16:35:58.351530Z,outgoing,1162830822
2022-09-29 16:35:59.128174Z,outgoing,1117907231
2022-09-29 16:36:00.476837Z,outgoing,1102716049
2022-09-29 16:36:01.852514Z,outgoing,1203078812
2022-09-29 16:36:04.469269Z,outgoing,1121610911
2022-09-29 16:36:05.388110Z,outgoing,1102267497
2022-09-29 16:36:06.181230Z,outgoing,1120802326
